cluster_id,normalized_surface_id,broken_invariant_id,trigger_precondition,environment_scope,atomic_finding_count,candidate_count
CS-0277,cli:gpd.convention.set,unknown,gpd convention set --force coordinate_system ...,product_local_or_unknown,4,2
CS-0278,cli:gpd.frontmatter.get,resume-session-continuity,gpd frontmatter get,product_local_or_unknown,4,1
CS-0279,cli:gpd.frontmatter.get,state-projection-parity,gpd frontmatter get,product_local_or_unknown,4,1
CS-0280,cli:gpd.frontmatter.validate,state-projection-parity,gpd frontmatter validate --schema summary .../SUMMARY.md,product_local_or_unknown,4,1
CS-0281,cli:gpd.health,mutation-ordering-durability,gpd health,product_local_or_unknown,4,4
CS-0282,cli:gpd.health,runtime-bridge-parity,gpd health,environment_or_sandbox,4,4
CS-0283,cli:gpd.history-digest,runtime-bridge-parity,gpd history-digest,runtime_boundary,4,1
CS-0284,cli:gpd.history-digest,validation-contract-precision,gpd history-digest,product_local_or_unknown,4,2
CS-0285,cli:gpd.init.new-project,unknown,gpd init new-project --help,product_local_or_unknown,4,1
CS-0286,cli:gpd.init.plan-phase,registry-query-visibility,gpd init plan-phase 01,product_local_or_unknown,4,2
CS-0287,cli:gpd.init.plan-phase,unknown,gpd init plan-phase 01,product_local_or_unknown,4,3
CS-0288,cli:gpd.init.resume,state-projection-parity,gpd init resume,product_local_or_unknown,4,2
CS-0289,cli:gpd.init.verify-work,unknown,gpd init verify-work 01,product_local_or_unknown,4,2
CS-0290,cli:gpd.init.verify-work,validation-contract-precision,gpd init verify-work 01,product_local_or_unknown,4,2
CS-0291,cli:gpd.observe.event,registry-query-visibility,gpd observe event,product_local_or_unknown,4,4
CS-0292,cli:gpd.observe.event,runtime-bridge-parity,gpd observe event,runtime_boundary,4,4
CS-0293,cli:gpd.observe.event,state-projection-parity,gpd observe event,product_local_or_unknown,4,4
CS-0294,cli:gpd.phase.complete,unknown,gpd phase complete,product_local_or_unknown,4,1
CS-0295,cli:gpd.phase.find,unknown,gpd phase find 01,product_local_or_unknown,4,2
CS-0296,cli:gpd.progress,interface-contract-parity,gpd progress,product_local_or_unknown,4,3
CS-0297,cli:gpd.progress,registry-query-visibility,gpd progress,product_local_or_unknown,4,4
CS-0298,cli:gpd.result.add,unknown,gpd result add,product_local_or_unknown,4,1
CS-0299,cli:gpd.result.deps,resume-session-continuity,gpd result deps minimax_conditional_hrt,product_local_or_unknown,4,1
CS-0300,cli:gpd.resume,interface-contract-parity,gpd resume,product_local_or_unknown,4,4
CS-0301,cli:gpd.resume,interface-contract-parity,gpd resume,runtime_boundary,4,4
CS-0302,cli:gpd.resume,registry-query-visibility,gpd resume,runtime_boundary,4,4
CS-0303,cli:gpd.resume,state-projection-parity,gpd resume,runtime_boundary,4,3
CS-0304,cli:gpd.state,unknown,gpd state --help,product_local_or_unknown,4,1
CS-0305,cli:gpd.state.get,resume-session-continuity,gpd state get continuation,product_local_or_unknown,4,1
CS-0306,cli:gpd.state.patch,state-projection-parity,gpd state patch,product_local_or_unknown,4,3
CS-0307,cli:gpd.state.patch,unknown,gpd state patch project_reference.core_research_question ...,product_local_or_unknown,4,1
CS-0308,cli:gpd.state.record-session,resume-session-continuity,gpd state record-session,runtime_boundary,4,3
CS-0309,cli:gpd.state.set-project-contract,resume-session-continuity,gpd state set-project-contract GPD/project_contract.json,product_local_or_unknown,4,1
CS-0310,cli:gpd.state.update-progress,mutation-ordering-durability,gpd state update-progress,product_local_or_unknown,4,4
CS-0311,cli:gpd.summary-extract.SUMMARY,resume-session-continuity,gpd summary-extract SUMMARY.md,product_local_or_unknown,4,2
CS-0312,cli:gpd.validate.plan-contract,state-projection-parity,gpd validate plan-contract ...01-01-PLAN.md,product_local_or_unknown,4,1
CS-0313,cli:gpd.validate.summary-contract,registry-query-visibility,gpd validate summary-contract,product_local_or_unknown,4,2
CS-0314,cli:gpd.verify.phase,validation-contract-precision,gpd verify phase 01,product_local_or_unknown,4,2
CS-0315,raw:gpd.result.show,unknown,gpd result show --raw,product_local_or_unknown,4,1
CS-0316,raw:gpd.resume,interface-contract-parity,gpd --raw resume,product_local_or_unknown,4,4
CS-0317,raw:gpd.resume,interface-contract-parity,gpd resume --raw,product_local_or_unknown,4,2
CS-0318,raw:gpd.state.get,resume-session-continuity,gpd --raw state get continuation,product_local_or_unknown,4,1
CS-0319,raw:gpd.summary-extract,unknown,gpd summary-extract --raw,product_local_or_unknown,4,1
CS-0320,runtime:gpd.new-project,runtime-bridge-parity,GPD sources and command metadata say the public runtime command `gpd:new-project` should create `GPD/PROJECT,runtime_boundary,4,1
CS-0321,runtime:gpd.suggest-next,interface-contract-parity,gpd validate command-context gpd:suggest-next,product_local_or_unknown,4,1
CS-0322,unknown,artifact-provenance-propagation,GPD artifact edits here stay invisible to `git status,product_local_or_unknown,4,1
CS-0323,unknown,registry-query-visibility,unknown,runtime_boundary,4,4
CS-0324,unknown,resume-session-continuity,"GPD state"" to ""workspace already points at a GPD project""",product_local_or_unknown,4,1
CS-0325,unknown,resume-session-continuity,GPD/phases/,product_local_or_unknown,4,3
CS-0326,unknown,state-projection-parity,GPD command observations:,product_local_or_unknown,4,1
CS-0327,unknown,state-projection-parity,GPD/STATE.md,runtime_boundary,4,4
CS-0328,unknown,state-projection-parity,GPD/phases/01-map-the-quantum-information-derivations-of-rt/,product_local_or_unknown,4,1
CS-0329,unknown,validation-contract-precision,GPD command observations:,product_local_or_unknown,4,1
CS-0330,unknown,validation-contract-precision,GPD/phases/01-map-the-quantum-information-derivations-of-rt/,product_local_or_unknown,4,1
CS-0331,unknown:runtime-bridge,resume-session-continuity,GPD state/convention tools still return `user cancelled MCP tool call,runtime_boundary,4,1
CS-0332,unknown:runtime-bridge,runtime-bridge-parity,GPD MCP probes remain unavailable,runtime_boundary,4,1
CS-0333,unknown:runtime-bridge,runtime-bridge-parity,GPD MCP tools for state,runtime_boundary,4,1
CS-0334,unknown:runtime-bridge,state-projection-parity,"GPD MCP state and convention tools all return `""user cancelled MCP tool call""",runtime_boundary,4,1
CS-0335,unknown:runtime-bridge,state-projection-parity,GPD interface in this sandbox,environment_or_sandbox,4,1
CS-0336,cli:gpd.calculation.list,state-projection-parity,gpd calculation list,product_local_or_unknown,3,1
CS-0337,cli:gpd.convention.check,mutation-ordering-durability,gpd convention check,product_local_or_unknown,3,3
CS-0338,cli:gpd.convention.check,validation-contract-precision,gpd convention check,product_local_or_unknown,3,2
CS-0339,cli:gpd.convention.list,mutation-ordering-durability,gpd convention list,product_local_or_unknown,3,3
CS-0340,cli:gpd.convention.set,unknown,gpd convention set metric_signature mostly-plus,product_local_or_unknown,3,1
CS-0341,cli:gpd.health,placeholder-sentinel-normalization,gpd health,product_local_or_unknown,3,3
CS-0342,cli:gpd.health,state-projection-parity,gpd health,runtime_boundary,3,2
CS-0343,cli:gpd.init.execute-phase,registry-query-visibility,gpd init execute-phase 01 --stage phase_bootstrap,product_local_or_unknown,3,3
CS-0344,cli:gpd.init.new-project,validation-contract-precision,gpd init new-project --stage scope_intake,product_local_or_unknown,3,1
CS-0345,cli:gpd.init.phase-op,validation-contract-precision,gpd init phase-op 01,product_local_or_unknown,3,1
CS-0346,cli:gpd.init.plan-phase,resume-session-continuity,gpd init plan-phase 01 --stage phase_bootstrap,product_local_or_unknown,3,2
CS-0347,cli:gpd.init.progress,state-projection-parity,gpd init progress,product_local_or_unknown,3,2
CS-0348,cli:gpd.init.resume,registry-query-visibility,gpd init resume,product_local_or_unknown,3,2
CS-0349,cli:gpd.phase.add,citation-reference-propagation,gpd phase add,product_local_or_unknown,3,2
CS-0350,cli:gpd.phase.add,registry-query-visibility,"gpd phase add ""Benchmark modular-flow literature survey""",product_local_or_unknown,3,1
CS-0351,cli:gpd.phase.add,state-projection-parity,gpd phase add,runtime_boundary,3,3
CS-0352,cli:gpd.phase.find,state-projection-parity,gpd phase find 01,product_local_or_unknown,3,1
CS-0353,cli:gpd.progress,interface-contract-parity,gpd progress --reconcile,product_local_or_unknown,3,3
CS-0354,cli:gpd.progress,mutation-ordering-durability,gpd progress,product_local_or_unknown,3,3
CS-0355,cli:gpd.query.deps,registry-query-visibility,gpd query deps lit-open-map,product_local_or_unknown,3,1
CS-0356,cli:gpd.question.list,unknown,gpd question list,product_local_or_unknown,3,1
CS-0357,cli:gpd.result,state-projection-parity,gpd result ...,product_local_or_unknown,3,1
CS-0358,cli:gpd.result.deps,mutation-ordering-durability,gpd result deps R-01-farrelly-parallel,runtime_boundary,3,3
CS-0359,cli:gpd.result.deps,resume-session-continuity,gpd result deps,product_local_or_unknown,3,1
CS-0360,cli:gpd.result.deps,state-projection-parity,gpd result deps,product_local_or_unknown,3,1
CS-0361,cli:gpd.state.get,state-projection-parity,gpd state get continuation,product_local_or_unknown,3,1
CS-0362,cli:gpd.state.load,state-projection-parity,gpd state load,runtime_boundary,3,3
CS-0363,cli:gpd.state.record-session,resume-session-continuity,gpd state record-session --stopped-at 2026-04-09T15:45:00Z --resume-file journal.md --last-result-id lit-open-map,product_local_or_unknown,3,1
CS-0364,cli:gpd.state.record-session,resume-session-continuity,gpd state record-session --stopped-at 2026-04-09T21:15:08Z --resume-file HANDOFF.md --last-result-id minimax_conditional_hrt,product_local_or_unknown,3,1
CS-0365,cli:gpd.state.record-session,resume-session-continuity,gpd state record-session --stopped-at 2026-04-09T21:27:19Z --resume-file journal.md --last-result-id jt-kdv-transseries-2026,product_local_or_unknown,3,1
CS-0366,cli:gpd.state.record-session,state-projection-parity,"gpd state record-session --stopped-at ""Session 4 deep audit checkpoint complete; cold-start contradictions still under test""",product_local_or_unknown,3,1
CS-0367,cli:gpd.state.record-session,state-projection-parity,gpd state record-session --stopped-at 2026-04-09T23:53:26Z --resume-file HANDOFF.md --last-result-id lit-filter-constraints,product_local_or_unknown,3,1
CS-0368,cli:gpd.state.update-progress,state-projection-parity,gpd state update-progress,runtime_boundary,3,3
CS-0369,cli:gpd.suggest,placeholder-sentinel-normalization,gpd suggest,product_local_or_unknown,3,3
CS-0370,cli:gpd.summary-extract.GPD,state-projection-parity,gpd summary-extract GPD/phases/01-core-holographic-constructions-and-anchor-papers/SUMMARY.md --field one_liner --field key_results --field conventions --field affects,product_local_or_unknown,3,1
CS-0371,cli:gpd.validate.command-context,state-projection-parity,gpd validate command-context progress,runtime_boundary,3,3
CS-0372,cli:gpd.validate.command-context,validation-contract-precision,gpd validate command-context new-project,product_local_or_unknown,3,1
CS-0373,cli:gpd.validate.consistency,state-projection-parity,gpd validate consistency,product_local_or_unknown,3,2
CS-0374,cli:gpd.validate.plan-contract,validation-contract-precision,gpd validate plan-contract .../01-01-PLAN.md,product_local_or_unknown,3,1
CS-0375,cli:gpd.validate.project-contract,validation-contract-precision,gpd validate project-contract - --mode approved,product_local_or_unknown,3,1
CS-0376,cli:gpd.validate.review-preflight,mutation-ordering-durability,gpd validate review-preflight verify-work 01 --strict,product_local_or_unknown,3,3
CS-0377,cli:gpd.validate.review-preflight,runtime-bridge-parity,gpd validate review-preflight verify-work 01 --strict,runtime_boundary,3,3
CS-0378,cli:gpd.validate.summary-contract,runtime-bridge-parity,gpd validate summary-contract,runtime_boundary,3,2
CS-0379,cli:gpd.validate.unattended-readiness,registry-query-visibility,gpd validate unattended-readiness --runtime codex --local,runtime_boundary,3,1
CS-0380,raw:gpd.health,mutation-ordering-durability,gpd --raw health,product_local_or_unknown,3,2
CS-0381,raw:gpd.health,registry-query-visibility,gpd --raw health,product_local_or_unknown,3,2
CS-0382,raw:gpd.observe.sessions,resume-session-continuity,gpd --raw observe sessions,product_local_or_unknown,3,1
CS-0383,raw:gpd.resume,state-projection-parity,gpd --raw resume --recent,product_local_or_unknown,3,3
CS-0384,raw:gpd.state.load,state-projection-parity,gpd --raw state load,product_local_or_unknown,3,1
CS-0385,raw:gpd.state.patch,mutation-ordering-durability,"gpd --raw state patch current_focus ""Patch partial probe"" project_contract nope",product_local_or_unknown,3,1
CS-0386,raw:gpd.state.patch,state-projection-parity,gpd --raw state patch Status 'blocked on missing ROADMAP bootstrap',product_local_or_unknown,3,1
CS-0387,raw:gpd.uncertainty.list,validation-contract-precision,gpd --raw uncertainty list,product_local_or_unknown,3,1
CS-0388,raw:gpd.verify.summary,state-projection-parity,gpd verify summary --raw,product_local_or_unknown,3,1
CS-0389,raw:gpd.verify.summary,validation-contract-precision,gpd verify summary --raw,product_local_or_unknown,3,1
CS-0390,runtime:gpd.main,state-projection-parity,gpd-main,runtime_boundary,3,2
CS-0391,unknown,artifact-provenance-propagation,GPD/state.json,product_local_or_unknown,3,3
CS-0392,unknown,mutation-ordering-durability,GPD/phases/,product_local_or_unknown,3,2
CS-0393,unknown,registry-query-visibility,GPD/CHECKPOINTS.md,product_local_or_unknown,3,3
CS-0394,unknown,resume-session-continuity,GPD artifact edits here stay invisible to `git status,product_local_or_unknown,3,1
CS-0395,unknown,resume-session-continuity,GPD state,product_local_or_unknown,3,1
CS-0396,unknown,resume-session-continuity,GPD state` to,product_local_or_unknown,3,1
CS-0397,unknown,runtime-bridge-parity,GPD/STATE.md,runtime_boundary,3,1
CS-0398,unknown,runtime-bridge-parity,GPD/state.json,runtime_boundary,3,3
CS-0399,unknown,runtime-bridge-parity,unknown,environment_or_sandbox,3,3
CS-0400,unknown,state-projection-parity,GPD artifact edits here stay invisible to `git status,product_local_or_unknown,3,1
CS-0401,unknown,state-projection-parity,"GPD state"" to ""workspace already points at a GPD project""",product_local_or_unknown,3,1
CS-0402,unknown,state-projection-parity,GPD/phases/01-anchor-literature-and-contour-question/CONTEXT.md,product_local_or_unknown,3,1
CS-0403,unknown,state-projection-parity,GPD/phases/01-map-the-quantum-information-derivations-of-rt/01-01-PLAN.md,product_local_or_unknown,3,1
CS-0404,unknown,unknown,GPD result registry and marked them verified with medium confidence,product_local_or_unknown,3,1
CS-0405,unknown,unknown,GPD starts,environment_or_sandbox,3,1
CS-0406,unknown,unknown,GPD/STATE-ARCHIVE.md,product_local_or_unknown,3,1
CS-0407,unknown,unknown,GPD/analysis/discrete-continuum-threshold-synthesis.md,product_local_or_unknown,3,1
CS-0408,unknown,validation-contract-precision,GPD artifact edits here stay invisible to `git status,product_local_or_unknown,3,1
CS-0409,unknown,validation-contract-precision,GPD surface in the entire initialization flow,product_local_or_unknown,3,1
CS-0410,unknown,validation-contract-precision,GPD then demanded full proof-bearing claim structure: parameters,product_local_or_unknown,3,1
CS-0411,unknown,validation-contract-precision,GPD/config.json,product_local_or_unknown,3,3
CS-0412,unknown:runtime-bridge,mutation-ordering-durability,GPD/CONVENTIONS.md,runtime_boundary,3,2
CS-0413,unknown:runtime-bridge,registry-query-visibility,GPD/state.json.bak,runtime_boundary,3,1
CS-0414,unknown:runtime-bridge,resume-session-continuity,GPD MCP cross-check attempts through the state and convention servers still return `user cancelled MCP tool call,runtime_boundary,3,1
CS-0415,unknown:runtime-bridge,resume-session-continuity,GPD MCP tool calls still return immediate cancellation,runtime_boundary,3,1
CS-0416,unknown:runtime-bridge,runtime-bridge-parity,GPD/,runtime_boundary,3,1
CS-0417,unknown:runtime-bridge,state-projection-parity,GPD MCP cross-check attempts through the state and convention servers still return `user cancelled MCP tool call,runtime_boundary,3,1
CS-0418,unknown:runtime-bridge,state-projection-parity,GPD tools still do not function here,runtime_boundary,3,1
CS-0419,unknown:runtime-bridge,state-projection-parity,GPD tools still return `user cancelled MCP tool call,runtime_boundary,3,1
CS-0420,unknown:runtime-bridge,state-projection-parity,GPD/STATE.md,runtime_boundary,3,3
CS-0421,unknown:runtime-bridge,state-projection-parity,unknown,runtime_boundary,3,3
CS-0422,cli:gpd.approximation.check,state-projection-parity,gpd approximation check,product_local_or_unknown,2,1
CS-0423,cli:gpd.approximation.check,unknown,gpd approximation check,product_local_or_unknown,2,1
CS-0424,cli:gpd.convention.list,runtime-bridge-parity,gpd convention list,runtime_boundary,2,1
CS-0425,cli:gpd.convention.set,mutation-ordering-durability,gpd convention set --force coordinate_system ...,product_local_or_unknown,2,1
CS-0426,cli:gpd.convention.set,mutation-ordering-durability,gpd convention set metric_signature mostly-plus,product_local_or_unknown,2,1
CS-0427,cli:gpd.convention.set,state-projection-parity,gpd convention set --force coordinate_system ...,product_local_or_unknown,2,1
CS-0428,cli:gpd.convention.set,validation-contract-precision,gpd convention set --force coordinate_system ...,product_local_or_unknown,2,2
CS-0429,cli:gpd.core.phases,state-projection-parity,gpd.core.phases.phase_add,product_local_or_unknown,2,1
CS-0430,cli:gpd.doctor.codex,runtime-bridge-parity,gpd doctor --runtime codex,runtime_boundary,2,1
CS-0431,cli:gpd.frontmatter.validate,registry-query-visibility,gpd frontmatter validate --schema summary .../SUMMARY.md,product_local_or_unknown,2,1
CS-0432,cli:gpd.frontmatter.validate,state-projection-parity,gpd frontmatter validate --schema verification GPD/phases/01-core-holographic-constructions-and-anchor-papers/01-VERIFICATION.md,product_local_or_unknown,2,1
CS-0433,cli:gpd.health,validation-contract-precision,gpd health --fix,product_local_or_unknown,2,2
CS-0434,cli:gpd.history-digest,placeholder-sentinel-normalization,gpd history-digest,product_local_or_unknown,2,1
CS-0435,cli:gpd.init.new-project,mutation-ordering-durability,gpd init new-project,product_local_or_unknown,2,2
CS-0436,cli:gpd.init.new-project,runtime-bridge-parity,gpd init new-project,environment_or_sandbox,2,2
CS-0437,cli:gpd.init.new-project,state-projection-parity,gpd init new-project,runtime_boundary,2,2
CS-0438,cli:gpd.init.phase-op,runtime-bridge-parity,gpd init phase-op 01,runtime_boundary,2,1
CS-0439,cli:gpd.init.phase-op,unknown,gpd init phase-op 01,product_local_or_unknown,2,2
CS-0440,cli:gpd.init.plan-phase,registry-query-visibility,gpd init plan-phase 1,product_local_or_unknown,2,2
CS-0441,cli:gpd.init.plan-phase,registry-query-visibility,gpd init plan-phase 1 --stage phase_bootstrap,product_local_or_unknown,2,2
CS-0442,cli:gpd.init.plan-phase,resume-session-continuity,gpd init plan-phase 01,product_local_or_unknown,2,2
CS-0443,cli:gpd.init.plan-phase,resume-session-continuity,gpd init plan-phase 01 --stage phase_bootstrap,runtime_boundary,2,2
CS-0444,cli:gpd.init.plan-phase,runtime-bridge-parity,gpd init plan-phase 1,runtime_boundary,2,2
CS-0445,cli:gpd.init.progress,registry-query-visibility,gpd init progress,product_local_or_unknown,2,1
CS-0446,cli:gpd.init.verify-work,registry-query-visibility,gpd init verify-work 01,product_local_or_unknown,2,2
CS-0447,cli:gpd.init.verify-work,state-projection-parity,gpd init verify-work 01,product_local_or_unknown,2,2
CS-0448,cli:gpd.observe.sessions,artifact-provenance-propagation,gpd observe sessions --last 5,product_local_or_unknown,2,1
CS-0449,cli:gpd.observe.sessions,runtime-bridge-parity,gpd observe sessions --last 5,runtime_boundary,2,2
CS-0450,cli:gpd.observe.sessions,state-projection-parity,gpd observe sessions --last 5,runtime_boundary,2,1
CS-0451,cli:gpd.phase.add,state-projection-parity,"gpd phase add ""Benchmark modular-flow literature survey""",product_local_or_unknown,2,1
CS-0452,cli:gpd.phase.add,unknown,gpd phase add,environment_or_sandbox,2,2
CS-0453,cli:gpd.phase.complete,artifact-provenance-propagation,gpd phase complete 01,product_local_or_unknown,2,1
CS-0454,cli:gpd.phase.complete,state-projection-parity,gpd phase complete 01,product_local_or_unknown,2,1
CS-0455,cli:gpd.phase.list,state-projection-parity,gpd phase list/find/index,product_local_or_unknown,2,1
CS-0456,cli:gpd.progress,registry-query-visibility,gpd progress,runtime_boundary,2,2
CS-0457,cli:gpd.query.deps,registry-query-visibility,gpd query deps,runtime_boundary,2,2
CS-0458,cli:gpd.question.list,validation-contract-precision,gpd question list,product_local_or_unknown,2,1
CS-0459,cli:gpd.result.deps,state-projection-parity,gpd result deps minimax_conditional_hrt,product_local_or_unknown,2,1
CS-0460,cli:gpd.result.deps,unknown,gpd result deps lit-open-map,product_local_or_unknown,2,1
CS-0461,cli:gpd.result.deps,unknown,gpd result deps res-islands,product_local_or_unknown,2,1
CS-0462,cli:gpd.result.deps,validation-contract-precision,gpd result deps R-03-cross-construction-verdict,product_local_or_unknown,2,2
CS-0463,cli:gpd.result.list,validation-contract-precision,gpd result list,product_local_or_unknown,2,2
CS-0464,cli:gpd.result.search,unknown,gpd result search,product_local_or_unknown,2,1
CS-0465,cli:gpd.result.show,registry-query-visibility,gpd result show,product_local_or_unknown,2,2
CS-0466,cli:gpd.result.show,resume-session-continuity,gpd result show,product_local_or_unknown,2,2
CS-0467,cli:gpd.result.show,resume-session-continuity,gpd result show,runtime_boundary,2,2
CS-0468,cli:gpd.result.show,runtime-bridge-parity,gpd result show,runtime_boundary,2,2
CS-0469,cli:gpd.result.show,unknown,gpd result show lit-filter-constraints,product_local_or_unknown,2,1
CS-0470,cli:gpd.result.update,unknown,gpd result update,product_local_or_unknown,2,1
CS-0471,cli:gpd.result.verify,resume-session-continuity,gpd result verify,product_local_or_unknown,2,1
CS-0472,cli:gpd.result.verify,validation-contract-precision,gpd result verify,product_local_or_unknown,2,2
CS-0473,cli:gpd.resume,resume-session-continuity,gpd resume --recent,runtime_boundary,2,2
CS-0474,cli:gpd.roadmap.analyze,interface-contract-parity,gpd roadmap analyze,runtime_boundary,2,1
CS-0475,cli:gpd.state,unknown,gpd state ...,product_local_or_unknown,2,1
CS-0476,cli:gpd.state.add-decision,validation-contract-precision,gpd state add-decision,product_local_or_unknown,2,1
CS-0477,cli:gpd.state.get,registry-query-visibility,gpd state get session,runtime_boundary,2,2
CS-0478,cli:gpd.state.get,resume-session-continuity,gpd state get session,product_local_or_unknown,2,2
CS-0479,cli:gpd.state.get,resume-session-continuity,gpd state get session,runtime_boundary,2,2
CS-0480,cli:gpd.state.get,state-projection-parity,gpd state get current_phase,product_local_or_unknown,2,1
CS-0481,cli:gpd.state.patch,citation-reference-propagation,gpd state patch,product_local_or_unknown,2,2
CS-0482,cli:gpd.state.patch,interface-contract-parity,gpd state patch,product_local_or_unknown,2,2
CS-0483,cli:gpd.state.patch,validation-contract-precision,gpd state patch project_reference.core_research_question ...,product_local_or_unknown,2,1
CS-0484,cli:gpd.state.record-session,resume-session-continuity,"gpd state record-session --stopped-at ""Session 2 deep audit complete; phase 01 still ready to plan"" --resume-file HANDOFF.md --last-result-id R-CRIT-01",product_local_or_unknown,2,1
CS-0485,cli:gpd.state.record-session,resume-session-continuity,"gpd state record-session --stopped-at ""Session 4 runtime and dependency edge-case audit complete; phase 01 still ready to plan"" --resume-file HANDOFF.md --last-result-id R-CRIT-01",runtime_boundary,2,1
CS-0486,cli:gpd.state.record-session,resume-session-continuity,gpd state record-session --stopped-at 2026-04-09T23:53:26Z --resume-file HANDOFF.md --last-result-id lit-filter-constraints,product_local_or_unknown,2,1
CS-0487,cli:gpd.state.record-session,state-projection-parity,gpd state record-session --resume-file HANDOFF.md,product_local_or_unknown,2,2
CS-0488,cli:gpd.state.resolve-blocker,unknown,gpd state resolve-blocker,product_local_or_unknown,2,1
CS-0489,cli:gpd.state.set-project-contract,registry-query-visibility,gpd state set-project-contract GPD/project_contract.json,product_local_or_unknown,2,1
CS-0490,cli:gpd.state.set-project-contract,state-projection-parity,gpd state set-project-contract -,product_local_or_unknown,2,2
CS-0491,cli:gpd.state.snapshot,registry-query-visibility,gpd state snapshot,runtime_boundary,2,2
CS-0492,cli:gpd.state.update,resume-session-continuity,gpd state update,product_local_or_unknown,2,1
CS-0493,cli:gpd.state.update,state-projection-parity,gpd state update,product_local_or_unknown,2,1
CS-0494,cli:gpd.state.update,unknown,gpd state update,product_local_or_unknown,2,1
CS-0495,cli:gpd.state.update-progress,mutation-ordering-durability,gpd state update-progress,runtime_boundary,2,2
CS-0496,cli:gpd.state.validate,interface-contract-parity,gpd state validate,product_local_or_unknown,2,1
CS-0497,cli:gpd.state.validate,mutation-ordering-durability,gpd state validate,environment_or_sandbox,2,2
CS-0498,cli:gpd.state.validate,resume-session-continuity,gpd state validate,runtime_boundary,2,2
CS-0499,cli:gpd.suggest,interface-contract-parity,gpd suggest,runtime_boundary,2,2
CS-0500,cli:gpd.suggest.5,state-projection-parity,gpd suggest --limit 5,product_local_or_unknown,2,2
CS-0501,cli:gpd.summary-extract,unknown,gpd summary-extract,product_local_or_unknown,2,1
CS-0502,cli:gpd.summary-extract.GPD,runtime-bridge-parity,gpd summary-extract GPD/phases/01-core-holographic-constructions-and-anchor-papers/SUMMARY.md --field one_liner --field key_results --field conventions --field affects,runtime_boundary,2,1
CS-0503,cli:gpd.summary-extract.SUMMARY,observability-lifecycle,gpd summary-extract SUMMARY.md,product_local_or_unknown,2,2
CS-0504,cli:gpd.summary-extract.SUMMARY,unknown,gpd summary-extract SUMMARY.md,product_local_or_unknown,2,2
CS-0505,cli:gpd.validate.consistency,resume-session-continuity,gpd validate consistency,product_local_or_unknown,2,1
CS-0506,cli:gpd.validate.plan-contract,resume-session-continuity,gpd validate plan-contract,product_local_or_unknown,2,2
CS-0507,cli:gpd.validate.plan-contract,runtime-bridge-parity,gpd validate plan-contract,runtime_boundary,2,2
CS-0508,cli:gpd.validate.project-contract,registry-query-visibility,gpd validate project-contract,product_local_or_unknown,2,1
CS-0509,cli:gpd.validate.review-preflight,registry-query-visibility,gpd validate review-preflight verify-work 01 --strict,product_local_or_unknown,2,2
CS-0510,cli:gpd.validate.review-preflight,resume-session-continuity,gpd validate review-preflight verify-work 01 --strict,product_local_or_unknown,2,2
CS-0511,cli:gpd.validate.summary-contract,resume-session-continuity,gpd validate summary-contract,product_local_or_unknown,2,2
CS-0512,cli:gpd.verify.references,state-projection-parity,gpd verify references HANDOFF.md,product_local_or_unknown,2,1
CS-0513,cli:gpd.verify.references,state-projection-parity,gpd verify references journal.md,product_local_or_unknown,2,1
CS-0514,cli:gpd.verify.references,unknown,gpd verify references GPD/STATE.md,product_local_or_unknown,2,2
CS-0515,cli:gpd.verify.references,validation-contract-precision,gpd verify references journal.md,product_local_or_unknown,2,1
CS-0516,raw:gpd.health,state-projection-parity,gpd --raw health,runtime_boundary,2,2
CS-0517,raw:gpd.init.new-project,resume-session-continuity,gpd init new-project --raw,product_local_or_unknown,2,1
CS-0518,raw:gpd.init.new-project,unknown,gpd init new-project --raw,product_local_or_unknown,2,1
CS-0519,raw:gpd.init.resume,state-projection-parity,gpd --raw init resume,product_local_or_unknown,2,1
CS-0520,raw:gpd.init.sync-state,state-projection-parity,gpd init sync-state --raw,product_local_or_unknown,2,1
CS-0521,raw:gpd.state.get,state-projection-parity,gpd --raw state get continuation,product_local_or_unknown,2,1
CS-0522,raw:gpd.state.validate,interface-contract-parity,gpd state validate --raw,product_local_or_unknown,2,1
CS-0523,raw:gpd.state.validate,resume-session-continuity,gpd --raw state validate,product_local_or_unknown,2,2
CS-0524,raw:gpd.state.validate,state-projection-parity,gpd state validate --raw,product_local_or_unknown,2,1
CS-0525,raw:gpd.suggest,state-projection-parity,gpd suggest --raw,product_local_or_unknown,2,2
CS-0526,raw:gpd.verify.summary,resume-session-continuity,gpd verify summary --raw,product_local_or_unknown,2,1
CS-0527,runtime:gpd.execute-phase,registry-query-visibility,gpd:execute-phase,product_local_or_unknown,2,1
CS-0528,runtime:gpd.execute-phase,resume-session-continuity,gpd:execute-phase,product_local_or_unknown,2,2
CS-0529,runtime:gpd.execute-phase,state-projection-parity,gpd:execute-phase,runtime_boundary,2,1
CS-0530,runtime:gpd.main,registry-query-visibility,gpd-main,runtime_boundary,2,1
CS-0531,runtime:gpd.main,resume-session-continuity,gpd-main,runtime_boundary,2,1
CS-0532,runtime:gpd.main,runtime-bridge-parity,gpd-main,environment_or_sandbox,2,2
CS-0533,runtime:gpd.new-project,resume-session-continuity,GPD sources and command metadata say the public runtime command `gpd:new-project` should create `GPD/PROJECT,runtime_boundary,2,1
CS-0534,runtime:gpd.resume,registry-query-visibility,gpd:resume,product_local_or_unknown,2,1
