candidate_id,atomic_finding_id,claim_index,atomization_method,heuristic_only
VF-07-maxfield-r02-011,AF-002176,3,markdown_bullet,False
VF-07-maxfield-r02-011,AF-002177,4,markdown_bullet,False
VF-07-maxfield-r02-011,AF-002178,5,markdown_bullet,False
VF-07-maxfield-r02-012,AF-002179,1,single_excerpt,False
VF-07-maxfield-r02-013,AF-002180,1,markdown_bullet,False
VF-07-maxfield-r02-013,AF-002181,2,markdown_bullet,False
VF-07-maxfield-r02-013,AF-002182,3,markdown_bullet,False
VF-07-maxfield-r02-013,AF-002183,4,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002184,1,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002185,2,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002186,3,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002187,4,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002188,5,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002189,6,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002190,7,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002191,8,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002192,9,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002193,10,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002194,11,markdown_bullet,False
VF-07-maxfield-r02-014,AF-002195,12,markdown_bullet,False
VF-07-maxfield-r02-015,AF-002196,1,single_excerpt,True
VF-07-maxfield-r02-016,AF-002197,1,markdown_bullet,False
VF-07-maxfield-r02-016,AF-002198,2,markdown_bullet,False
VF-07-maxfield-r02-016,AF-002199,3,markdown_bullet,False
VF-07-maxfield-r02-016,AF-002200,4,markdown_bullet,False
VF-07-maxfield-r02-016,AF-002201,5,markdown_bullet,False
VF-07-maxfield-r02-017,AF-002202,1,single_excerpt,True
VF-07-maxfield-r02-018,AF-002203,1,markdown_bullet,True
VF-07-maxfield-r02-018,AF-002204,2,markdown_bullet,True
VF-07-maxfield-r02-019,AF-002205,1,markdown_bullet,False
VF-07-maxfield-r02-019,AF-002206,2,markdown_bullet,False
VF-07-maxfield-r02-019,AF-002207,3,markdown_bullet,False
VF-07-maxfield-r02-019,AF-002208,4,markdown_bullet,False
VF-07-maxfield-r02-019,AF-002209,5,markdown_bullet,False
VF-07-maxfield-r02-020,AF-002210,1,markdown_bullet,False
VF-07-maxfield-r02-020,AF-002211,2,markdown_bullet,False
VF-07-maxfield-r02-020,AF-002212,3,markdown_bullet,False
VF-07-maxfield-r02-020,AF-002213,4,markdown_bullet,False
VF-07-maxfield-r02-021,AF-002214,1,single_excerpt,True
VF-07-maxfield-r02-022,AF-002215,1,single_excerpt,False
VF-07-maxfield-r02-023,AF-002216,1,markdown_bullet,False
VF-07-maxfield-r02-023,AF-002217,2,markdown_bullet,False
VF-07-maxfield-r02-023,AF-002218,3,markdown_bullet,False
VF-07-maxfield-r02-023,AF-002219,4,markdown_bullet,False
VF-07-maxfield-r02-023,AF-002220,5,markdown_bullet,False
VF-07-maxfield-r02-024,AF-002221,1,single_excerpt,False
VF-07-maxfield-r02-025,AF-002222,1,single_excerpt,True
VF-07-maxfield-r02-026,AF-002223,1,markdown_bullet,True
VF-07-maxfield-r02-026,AF-002224,2,markdown_bullet,True
VF-07-maxfield-r02-027,AF-002225,1,markdown_bullet,False
VF-07-maxfield-r02-027,AF-002226,2,markdown_bullet,False
VF-07-maxfield-r02-027,AF-002227,3,markdown_bullet,False
VF-07-maxfield-r02-028,AF-002228,1,markdown_bullet,False
VF-07-maxfield-r02-028,AF-002229,2,markdown_bullet,False
VF-07-maxfield-r02-028,AF-002230,3,markdown_bullet,False
VF-07-maxfield-r02-028,AF-002231,4,markdown_bullet,False
VF-07-maxfield-r02-029,AF-002232,1,single_excerpt,False
VF-07-maxfield-r02-030,AF-002233,1,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002234,2,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002235,3,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002236,4,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002237,5,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002238,6,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002239,7,markdown_bullet,True
VF-07-maxfield-r02-030,AF-002240,8,markdown_bullet,True
VF-07-maxfield-r02-031,AF-002241,1,markdown_bullet,False
VF-07-maxfield-r02-031,AF-002242,2,markdown_bullet,False
VF-07-maxfield-r02-031,AF-002243,3,markdown_bullet,False
VF-07-maxfield-r02-032,AF-002244,1,markdown_bullet,False
VF-07-maxfield-r02-032,AF-002245,2,markdown_bullet,False
VF-07-maxfield-r02-033,AF-002246,1,markdown_bullet,False
VF-07-maxfield-r02-033,AF-002247,2,markdown_bullet,False
VF-07-maxfield-r02-033,AF-002248,3,markdown_bullet,False
VF-07-maxfield-r02-034,AF-002249,1,markdown_bullet,False
VF-07-maxfield-r02-034,AF-002250,2,markdown_bullet,False
VF-07-maxfield-r02-034,AF-002251,3,markdown_bullet,False
VF-07-maxfield-r02-035,AF-002252,1,markdown_bullet,False
VF-07-maxfield-r02-035,AF-002253,2,markdown_bullet,False
VF-07-maxfield-r02-035,AF-002254,3,markdown_bullet,False
VF-07-maxfield-r02-035,AF-002255,4,markdown_bullet,False
VF-07-maxfield-r02-036,AF-002256,1,markdown_bullet,False
VF-07-maxfield-r02-036,AF-002257,2,markdown_bullet,False
VF-07-maxfield-r02-037,AF-002258,1,markdown_bullet,False
VF-07-maxfield-r02-037,AF-002259,2,markdown_bullet,False
VF-07-maxfield-r02-037,AF-002260,3,markdown_bullet,False
VF-07-maxfield-r02-037,AF-002261,4,markdown_bullet,False
VF-07-maxfield-r02-037,AF-002262,5,markdown_bullet,False
VF-07-maxfield-r02-038,AF-002263,1,single_excerpt,True
VF-07-maxfield-r02-039,AF-002264,1,markdown_bullet,False
VF-07-maxfield-r02-039,AF-002265,2,markdown_bullet,False
VF-07-maxfield-r02-039,AF-002266,3,markdown_bullet,False
VF-07-maxfield-r02-040,AF-002267,1,single_excerpt,True
VF-07-maxfield-r02-041,AF-002268,1,markdown_bullet,False
VF-07-maxfield-r02-041,AF-002269,2,markdown_bullet,False
VF-07-maxfield-r02-041,AF-002270,3,markdown_bullet,False
VF-07-maxfield-r02-042,AF-002271,1,markdown_bullet,False
VF-07-maxfield-r02-042,AF-002272,2,markdown_bullet,False
VF-07-maxfield-r02-042,AF-002273,3,markdown_bullet,False
VF-07-maxfield-r02-043,AF-002274,1,single_excerpt,False
VF-07-maxfield-r02-044,AF-002275,1,single_excerpt,False
VF-07-maxfield-r02-045,AF-002276,1,single_excerpt,False
VF-07-maxfield-r02-046,AF-002277,1,markdown_bullet,False
VF-07-maxfield-r02-046,AF-002278,2,markdown_bullet,False
VF-07-maxfield-r02-046,AF-002279,3,markdown_bullet,False
VF-07-maxfield-r02-046,AF-002280,4,markdown_bullet,False
VF-07-maxfield-r02-046,AF-002281,5,markdown_bullet,False
VF-07-maxfield-r02-047,AF-002282,1,single_excerpt,True
VF-07-maxfield-r03-001,AF-002283,1,markdown_bullet,False
VF-07-maxfield-r03-001,AF-002284,2,markdown_bullet,False
VF-07-maxfield-r03-001,AF-002285,3,markdown_bullet,False
VF-07-maxfield-r03-001,AF-002286,4,markdown_bullet,False
VF-07-maxfield-r03-001,AF-002287,5,markdown_bullet,False
VF-07-maxfield-r03-002,AF-002288,1,markdown_bullet,False
VF-07-maxfield-r03-002,AF-002289,2,markdown_bullet,False
VF-07-maxfield-r03-002,AF-002290,3,markdown_bullet,False
VF-07-maxfield-r03-002,AF-002291,4,markdown_bullet,False
VF-07-maxfield-r03-002,AF-002292,5,markdown_bullet,False
VF-07-maxfield-r03-003,AF-002293,1,markdown_bullet,False
VF-07-maxfield-r03-003,AF-002294,2,markdown_bullet,False
VF-07-maxfield-r03-003,AF-002295,3,markdown_bullet,False
VF-07-maxfield-r03-003,AF-002296,4,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002297,1,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002298,2,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002299,3,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002300,4,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002301,5,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002302,6,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002303,7,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002304,8,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002305,9,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002306,10,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002307,11,markdown_bullet,False
VF-07-maxfield-r03-004,AF-002308,12,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002309,1,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002310,2,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002311,3,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002312,4,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002313,5,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002314,6,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002315,7,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002316,8,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002317,9,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002318,10,markdown_bullet,False
VF-07-maxfield-r03-005,AF-002319,11,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002320,1,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002321,2,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002322,3,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002323,4,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002324,5,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002325,6,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002326,7,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002327,8,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002328,9,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002329,10,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002330,11,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002331,12,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002332,13,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002333,14,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002334,15,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002335,16,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002336,17,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002337,18,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002338,19,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002339,20,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002340,21,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002341,22,markdown_bullet,False
VF-07-maxfield-r03-006,AF-002342,23,markdown_bullet,False
VF-07-maxfield-r03-007,AF-002343,1,markdown_bullet,False
VF-07-maxfield-r03-007,AF-002344,2,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002345,1,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002346,2,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002347,3,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002348,4,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002349,5,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002350,6,markdown_bullet,False
VF-07-maxfield-r03-008,AF-002351,7,markdown_bullet,False
VF-07-maxfield-r03-009,AF-002352,1,markdown_bullet,True
VF-07-maxfield-r03-009,AF-002353,2,markdown_bullet,True
VF-07-maxfield-r03-009,AF-002354,3,markdown_bullet,True
VF-07-maxfield-r03-010,AF-002355,1,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002356,2,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002357,3,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002358,4,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002359,5,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002360,6,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002361,7,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002362,8,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002363,9,markdown_bullet,False
VF-07-maxfield-r03-010,AF-002364,10,markdown_bullet,False
VF-07-maxfield-r03-011,AF-002365,1,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002366,2,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002367,3,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002368,4,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002369,5,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002370,6,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002371,7,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002372,8,markdown_bullet,True
VF-07-maxfield-r03-011,AF-002373,9,markdown_bullet,True
VF-08-liu-r01-001,AF-002374,1,single_excerpt,True
VF-08-liu-r01-002,AF-002375,1,single_excerpt,True
VF-08-liu-r01-003,AF-002376,1,markdown_bullet,False
VF-08-liu-r01-003,AF-002377,2,markdown_bullet,False
VF-08-liu-r01-003,AF-002378,3,markdown_bullet,False
VF-08-liu-r01-003,AF-002379,4,markdown_bullet,False
VF-08-liu-r01-003,AF-002380,5,markdown_bullet,False
VF-08-liu-r01-003,AF-002381,6,markdown_bullet,False
VF-08-liu-r01-004,AF-002382,1,markdown_bullet,False
VF-08-liu-r01-004,AF-002383,2,markdown_bullet,False
VF-08-liu-r01-004,AF-002384,3,markdown_bullet,False
VF-08-liu-r01-004,AF-002385,4,markdown_bullet,False
VF-08-liu-r01-004,AF-002386,5,markdown_bullet,False
VF-08-liu-r01-004,AF-002387,6,markdown_bullet,False
VF-08-liu-r01-004,AF-002388,7,markdown_bullet,False
VF-08-liu-r01-004,AF-002389,8,markdown_bullet,False
VF-08-liu-r01-004,AF-002390,9,markdown_bullet,False
VF-08-liu-r01-005,AF-002391,1,markdown_bullet,True
VF-08-liu-r01-005,AF-002392,2,markdown_bullet,True
VF-08-liu-r01-005,AF-002393,3,markdown_bullet,True
VF-08-liu-r01-005,AF-002394,4,markdown_bullet,True
VF-08-liu-r01-006,AF-002395,1,markdown_bullet,True
VF-08-liu-r01-006,AF-002396,2,markdown_bullet,True
VF-08-liu-r01-006,AF-002397,3,markdown_bullet,True
VF-08-liu-r01-006,AF-002398,4,markdown_bullet,True
VF-08-liu-r01-006,AF-002399,5,markdown_bullet,True
VF-08-liu-r01-006,AF-002400,6,markdown_bullet,True
VF-08-liu-r01-006,AF-002401,7,markdown_bullet,True
VF-08-liu-r01-007,AF-002402,1,markdown_bullet,False
VF-08-liu-r01-007,AF-002403,2,markdown_bullet,False
VF-08-liu-r01-007,AF-002404,3,markdown_bullet,False
VF-08-liu-r01-007,AF-002405,4,markdown_bullet,False
VF-08-liu-r01-007,AF-002406,5,markdown_bullet,False
VF-08-liu-r01-007,AF-002407,6,markdown_bullet,False
VF-08-liu-r01-007,AF-002408,7,markdown_bullet,False
VF-08-liu-r01-007,AF-002409,8,markdown_bullet,False
VF-08-liu-r01-007,AF-002410,9,markdown_bullet,False
VF-08-liu-r01-007,AF-002411,10,markdown_bullet,False
VF-08-liu-r01-007,AF-002412,11,markdown_bullet,False
VF-08-liu-r01-007,AF-002413,12,markdown_bullet,False
VF-08-liu-r01-007,AF-002414,13,markdown_bullet,False
VF-08-liu-r01-007,AF-002415,14,markdown_bullet,False
VF-08-liu-r01-008,AF-002416,1,markdown_bullet,False
VF-08-liu-r01-008,AF-002417,2,markdown_bullet,False
VF-08-liu-r01-008,AF-002418,3,markdown_bullet,False
VF-08-liu-r01-008,AF-002419,4,markdown_bullet,False
VF-08-liu-r01-008,AF-002420,5,markdown_bullet,False
VF-08-liu-r01-008,AF-002421,6,markdown_bullet,False
VF-08-liu-r01-008,AF-002422,7,markdown_bullet,False
VF-08-liu-r01-008,AF-002423,8,markdown_bullet,False
VF-08-liu-r01-008,AF-002424,9,markdown_bullet,False
VF-08-liu-r01-008,AF-002425,10,markdown_bullet,False
VF-08-liu-r01-008,AF-002426,11,markdown_bullet,False
VF-08-liu-r01-008,AF-002427,12,markdown_bullet,False
VF-08-liu-r01-008,AF-002428,13,markdown_bullet,False
VF-08-liu-r01-008,AF-002429,14,markdown_bullet,False
VF-08-liu-r01-008,AF-002430,15,markdown_bullet,False
VF-08-liu-r01-008,AF-002431,16,markdown_bullet,False
VF-08-liu-r01-008,AF-002432,17,markdown_bullet,False
VF-08-liu-r01-008,AF-002433,18,markdown_bullet,False
VF-08-liu-r01-008,AF-002434,19,markdown_bullet,False
VF-08-liu-r01-008,AF-002435,20,markdown_bullet,False
VF-08-liu-r01-008,AF-002436,21,markdown_bullet,False
VF-08-liu-r01-008,AF-002437,22,markdown_bullet,False
VF-08-liu-r01-008,AF-002438,23,markdown_bullet,False
VF-08-liu-r01-008,AF-002439,24,markdown_bullet,False
VF-08-liu-r01-008,AF-002440,25,markdown_bullet,False
VF-08-liu-r01-008,AF-002441,26,markdown_bullet,False
VF-08-liu-r01-008,AF-002442,27,markdown_bullet,False
VF-08-liu-r01-008,AF-002443,28,markdown_bullet,False
VF-08-liu-r01-008,AF-002444,29,markdown_bullet,False
VF-08-liu-r01-008,AF-002445,30,markdown_bullet,False
VF-08-liu-r01-008,AF-002446,31,markdown_bullet,False
VF-08-liu-r01-008,AF-002447,32,markdown_bullet,False
VF-08-liu-r01-009,AF-002448,1,markdown_bullet,False
VF-08-liu-r01-009,AF-002449,2,markdown_bullet,False
VF-08-liu-r01-009,AF-002450,3,markdown_bullet,False
VF-08-liu-r01-009,AF-002451,4,markdown_bullet,False
VF-08-liu-r01-009,AF-002452,5,markdown_bullet,False
VF-08-liu-r01-009,AF-002453,6,markdown_bullet,False
VF-08-liu-r01-009,AF-002454,7,markdown_bullet,False
VF-08-liu-r01-009,AF-002455,8,markdown_bullet,False
VF-08-liu-r01-009,AF-002456,9,markdown_bullet,False
VF-08-liu-r01-009,AF-002457,10,markdown_bullet,False
VF-08-liu-r01-009,AF-002458,11,markdown_bullet,False
VF-08-liu-r01-009,AF-002459,12,markdown_bullet,False
VF-08-liu-r01-009,AF-002460,13,markdown_bullet,False
VF-08-liu-r01-009,AF-002461,14,markdown_bullet,False
VF-08-liu-r01-009,AF-002462,15,markdown_bullet,False
VF-08-liu-r01-009,AF-002463,16,markdown_bullet,False
VF-08-liu-r01-009,AF-002464,17,markdown_bullet,False
VF-08-liu-r01-009,AF-002465,18,markdown_bullet,False
VF-08-liu-r01-009,AF-002466,19,markdown_bullet,False
VF-08-liu-r01-009,AF-002467,20,markdown_bullet,False
VF-08-liu-r01-009,AF-002468,21,markdown_bullet,False
VF-08-liu-r01-009,AF-002469,22,markdown_bullet,False
VF-08-liu-r01-009,AF-002470,23,markdown_bullet,False
VF-08-liu-r01-009,AF-002471,24,markdown_bullet,False
VF-08-liu-r01-009,AF-002472,25,markdown_bullet,False
VF-08-liu-r01-009,AF-002473,26,markdown_bullet,False
VF-08-liu-r01-009,AF-002474,27,markdown_bullet,False
VF-08-liu-r01-009,AF-002475,28,markdown_bullet,False
VF-08-liu-r01-009,AF-002476,29,markdown_bullet,False
VF-08-liu-r01-009,AF-002477,30,markdown_bullet,False
VF-08-liu-r01-009,AF-002478,31,markdown_bullet,False
VF-08-liu-r01-009,AF-002479,32,markdown_bullet,False
VF-08-liu-r01-009,AF-002480,33,markdown_bullet,False
VF-08-liu-r01-009,AF-002481,34,markdown_bullet,False
VF-08-liu-r01-009,AF-002482,35,markdown_bullet,False
VF-08-liu-r01-009,AF-002483,36,markdown_bullet,False
VF-08-liu-r01-009,AF-002484,37,markdown_bullet,False
VF-08-liu-r01-009,AF-002485,38,markdown_bullet,False
VF-08-liu-r01-009,AF-002486,39,markdown_bullet,False
VF-08-liu-r01-009,AF-002487,40,markdown_bullet,False
VF-08-liu-r01-009,AF-002488,41,markdown_bullet,False
VF-08-liu-r01-009,AF-002489,42,markdown_bullet,False
VF-08-liu-r01-009,AF-002490,43,markdown_bullet,False
VF-08-liu-r01-009,AF-002491,44,markdown_bullet,False
VF-08-liu-r01-009,AF-002492,45,markdown_bullet,False
VF-08-liu-r01-010,AF-002493,1,markdown_bullet,False
VF-08-liu-r01-010,AF-002494,2,markdown_bullet,False
VF-08-liu-r01-010,AF-002495,3,markdown_bullet,False
VF-08-liu-r01-011,AF-002496,1,single_excerpt,False
VF-08-liu-r01-012,AF-002497,1,single_excerpt,True
VF-08-liu-r01-013,AF-002498,1,single_excerpt,False
VF-08-liu-r01-014,AF-002499,1,single_excerpt,True
VF-08-liu-r01-015,AF-002500,1,markdown_bullet,False
VF-08-liu-r01-015,AF-002501,2,markdown_bullet,False
VF-08-liu-r01-015,AF-002502,3,markdown_bullet,False
VF-08-liu-r01-015,AF-002503,4,markdown_bullet,False
VF-08-liu-r02-001,AF-002504,1,markdown_bullet,False
VF-08-liu-r02-001,AF-002505,2,markdown_bullet,False
VF-08-liu-r02-001,AF-002506,3,markdown_bullet,False
VF-08-liu-r02-001,AF-002507,4,markdown_bullet,False
VF-08-liu-r02-001,AF-002508,5,markdown_bullet,False
VF-08-liu-r02-001,AF-002509,6,markdown_bullet,False
VF-08-liu-r02-001,AF-002510,7,markdown_bullet,False
VF-08-liu-r02-001,AF-002511,8,markdown_bullet,False
VF-08-liu-r02-001,AF-002512,9,markdown_bullet,False
VF-08-liu-r02-001,AF-002513,10,markdown_bullet,False
VF-08-liu-r02-001,AF-002514,11,markdown_bullet,False
VF-08-liu-r02-001,AF-002515,12,markdown_bullet,False
VF-08-liu-r02-001,AF-002516,13,markdown_bullet,False
VF-08-liu-r02-001,AF-002517,14,markdown_bullet,False
VF-08-liu-r02-001,AF-002518,15,markdown_bullet,False
VF-08-liu-r02-001,AF-002519,16,markdown_bullet,False
VF-08-liu-r02-001,AF-002520,17,markdown_bullet,False
VF-08-liu-r02-001,AF-002521,18,markdown_bullet,False
VF-08-liu-r02-001,AF-002522,19,markdown_bullet,False
VF-08-liu-r02-001,AF-002523,20,markdown_bullet,False
VF-08-liu-r02-001,AF-002524,21,markdown_bullet,False
VF-08-liu-r02-001,AF-002525,22,markdown_bullet,False
VF-08-liu-r02-001,AF-002526,23,markdown_bullet,False
VF-08-liu-r02-001,AF-002527,24,markdown_bullet,False
VF-08-liu-r02-001,AF-002528,25,markdown_bullet,False
VF-08-liu-r02-001,AF-002529,26,markdown_bullet,False
VF-08-liu-r02-001,AF-002530,27,markdown_bullet,False
VF-08-liu-r02-001,AF-002531,28,markdown_bullet,False
VF-08-liu-r02-001,AF-002532,29,markdown_bullet,False
VF-08-liu-r02-002,AF-002533,1,single_excerpt,False
VF-08-liu-r02-003,AF-002534,1,markdown_bullet,False
VF-08-liu-r02-003,AF-002535,2,markdown_bullet,False
VF-08-liu-r02-003,AF-002536,3,markdown_bullet,False
VF-08-liu-r02-004,AF-002537,1,markdown_bullet,True
VF-08-liu-r02-004,AF-002538,2,markdown_bullet,True
VF-08-liu-r02-004,AF-002539,3,markdown_bullet,True
VF-08-liu-r02-004,AF-002540,4,markdown_bullet,True
VF-08-liu-r02-004,AF-002541,5,markdown_bullet,True
VF-08-liu-r02-004,AF-002542,6,markdown_bullet,True
VF-08-liu-r02-004,AF-002543,7,markdown_bullet,True
VF-08-liu-r02-004,AF-002544,8,markdown_bullet,True
VF-08-liu-r02-004,AF-002545,9,markdown_bullet,True
VF-08-liu-r02-004,AF-002546,10,markdown_bullet,True
VF-08-liu-r02-005,AF-002547,1,markdown_bullet,False
VF-08-liu-r02-005,AF-002548,2,markdown_bullet,False
VF-08-liu-r02-005,AF-002549,3,markdown_bullet,False
VF-08-liu-r02-005,AF-002550,4,markdown_bullet,False
VF-08-liu-r02-005,AF-002551,5,markdown_bullet,False
VF-08-liu-r02-005,AF-002552,6,markdown_bullet,False
VF-08-liu-r02-005,AF-002553,7,markdown_bullet,False
VF-08-liu-r02-006,AF-002554,1,markdown_bullet,False
VF-08-liu-r02-006,AF-002555,2,markdown_bullet,False
VF-08-liu-r02-006,AF-002556,3,markdown_bullet,False
VF-08-liu-r02-006,AF-002557,4,markdown_bullet,False
VF-08-liu-r02-006,AF-002558,5,markdown_bullet,False
VF-08-liu-r02-006,AF-002559,6,markdown_bullet,False
VF-08-liu-r02-007,AF-002560,1,markdown_bullet,False
VF-08-liu-r02-007,AF-002561,2,markdown_bullet,False
VF-08-liu-r02-007,AF-002562,3,markdown_bullet,False
VF-08-liu-r02-007,AF-002563,4,markdown_bullet,False
VF-08-liu-r02-007,AF-002564,5,markdown_bullet,False
VF-08-liu-r02-007,AF-002565,6,markdown_bullet,False
VF-08-liu-r02-007,AF-002566,7,markdown_bullet,False
VF-08-liu-r02-007,AF-002567,8,markdown_bullet,False
VF-08-liu-r02-008,AF-002568,1,single_excerpt,True
VF-08-liu-r02-009,AF-002569,1,markdown_bullet,False
VF-08-liu-r02-009,AF-002570,2,markdown_bullet,False
VF-08-liu-r02-009,AF-002571,3,markdown_bullet,False
VF-08-liu-r02-010,AF-002572,1,markdown_bullet,False
VF-08-liu-r02-010,AF-002573,2,markdown_bullet,False
VF-08-liu-r02-010,AF-002574,3,markdown_bullet,False
VF-08-liu-r02-010,AF-002575,4,markdown_bullet,False
VF-08-liu-r02-010,AF-002576,5,markdown_bullet,False
VF-08-liu-r02-010,AF-002577,6,markdown_bullet,False
VF-08-liu-r02-010,AF-002578,7,markdown_bullet,False
VF-08-liu-r02-010,AF-002579,8,markdown_bullet,False
VF-08-liu-r02-010,AF-002580,9,markdown_bullet,False
VF-08-liu-r03-001,AF-002581,1,markdown_bullet,False
VF-08-liu-r03-001,AF-002582,2,markdown_bullet,False
VF-08-liu-r03-001,AF-002583,3,markdown_bullet,False
VF-08-liu-r03-001,AF-002584,4,markdown_bullet,False
VF-08-liu-r03-001,AF-002585,5,markdown_bullet,False
VF-08-liu-r03-001,AF-002586,6,markdown_bullet,False
VF-08-liu-r03-001,AF-002587,7,markdown_bullet,False
VF-08-liu-r03-002,AF-002588,1,markdown_bullet,False
VF-08-liu-r03-002,AF-002589,2,markdown_bullet,False
VF-08-liu-r03-002,AF-002590,3,markdown_bullet,False
VF-08-liu-r03-002,AF-002591,4,markdown_bullet,False
VF-08-liu-r03-002,AF-002592,5,markdown_bullet,False
VF-08-liu-r03-002,AF-002593,6,markdown_bullet,False
VF-08-liu-r03-002,AF-002594,7,markdown_bullet,False
VF-08-liu-r03-002,AF-002595,8,markdown_bullet,False
VF-08-liu-r03-002,AF-002596,9,markdown_bullet,False
VF-08-liu-r03-002,AF-002597,10,markdown_bullet,False
VF-08-liu-r03-002,AF-002598,11,markdown_bullet,False
VF-08-liu-r03-002,AF-002599,12,markdown_bullet,False
VF-08-liu-r03-002,AF-002600,13,markdown_bullet,False
VF-08-liu-r03-002,AF-002601,14,markdown_bullet,False
VF-08-liu-r03-002,AF-002602,15,markdown_bullet,False
VF-08-liu-r03-002,AF-002603,16,markdown_bullet,False
VF-08-liu-r03-002,AF-002604,17,markdown_bullet,False
VF-08-liu-r03-002,AF-002605,18,markdown_bullet,False
VF-08-liu-r03-002,AF-002606,19,markdown_bullet,False
VF-08-liu-r03-002,AF-002607,20,markdown_bullet,False
VF-08-liu-r03-002,AF-002608,21,markdown_bullet,False
VF-08-liu-r03-003,AF-002609,1,markdown_bullet,False
VF-08-liu-r03-003,AF-002610,2,markdown_bullet,False
VF-08-liu-r03-003,AF-002611,3,markdown_bullet,False
VF-08-liu-r03-003,AF-002612,4,markdown_bullet,False
VF-08-liu-r03-003,AF-002613,5,markdown_bullet,False
